date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2020-11-16,7.7,6.62,6.9,6.1,,,97,92.3,91,85,5.9,5.4,5.2,4.6,20,11.5,12,4,,,102.03,101.21,101.01,99.99,102.02,101.2,100.98,99.95,32200,22250,19300,6400,2.4,1.8,1.7,1,11.1,0,1.9,0,0,20.5,20.5,0,,07:25:00,16:30:00,9.08,7.42,16.5,,,9,9,8,9,,,,,,8,7.5,6,4,,,,
2020-11-15,11.6,8,8.15,4.7,,,96,80.5,83,70,6.1,4.8,4.7,3.3,40,20.58,24.5,9,61,24,102.03,101.2,101.17,100.31,102.02,101.2,101.16,100.31,32200,27750,25750,19300,2.4,1.9,1.8,1.2,9.8,0,3.1,1.1,0,1.3,1.3,0,,07:23:00,16:31:00,9.13,7.38,16.52,,,10,10,6,7,,,,,,8,6.4,5.5,3,,,,
2020-11-14,8.1,5.03,5.19,2.3,,,94,88,86,78,4.2,3.2,2.8,1.4,31,13.88,18.5,6,45,9,101.67,101.05,101,100.33,101.63,101.02,100.97,100.3,32200,25083.3,19300,6400,2.4,1.8,1.8,1.1,12.8,0,0.2,0,0,5.6,5.6,0,,07:22:00,16:32:00,9.17,7.37,16.53,,,9,9,7,8,,,,,,8,7.3,5.5,3,,,,
2020-11-13,8.4,6.06,6.4,4.4,,,96,87.6,86,76,5.1,4.1,3.8,2.6,38,19.04,21,4,59,29,100.83,99.47,99.7,98.57,100.79,99.43,99.66,98.53,32200,24208.3,18500,4800,2.3,1.7,1.6,1,11.6,0,1.4,0,0,31.7,31.7,0,,07:20:00,16:33:00,9.22,7.33,16.55,1,1,8,8,3,3,,,,,,8,7.1,6,4,,,,
2020-11-12,6,4.46,4.59,3.2,,,96,87.7,84.5,73,4.7,2.6,3,1.3,25,15.08,15.5,6,42,8,102.03,101.09,100.91,99.79,101.99,101.04,100.87,99.75,32200,19101.2,18500,4800,2.2,1.5,1.6,1,13.4,0,0,0,0,22.8,22.8,0,,07:19:00,16:35:00,9.27,7.32,16.58,,,6,7,4,6,,,,,,8,7.9,7.5,7,,,,
2020-11-11,4.9,2.66,2.15,-0.6,,-3,96,89.9,90,84,2.8,1.1,0.6,-1.6,9,6.29,5,1,,,102.28,102.16,102.11,101.93,102.24,102.12,102.06,101.88,32200,30175,28150,24100,3,1.4,2,1,15.8,0,0,0,0,0,0,0,,07:17:00,16:36:00,9.32,7.28,16.6,1,1,6,6,3,3,,,,,,8,7,5.5,3,,,,
2020-11-10,5.8,3.55,3.5,1.2,,,95,91.9,89.5,84,3.5,2.4,1.6,-0.3,9,4.42,4.5,0,,,101.92,101.6,101.69,101.46,101.88,101.55,101.64,101.41,32190,23256.7,20925,9660,2.7,1.7,1.8,1,14.5,0,0,0,0,3.7,3.7,0,,07:15:00,16:37:00,9.37,7.25,16.62,1,1,6,6,-1,0,,,,,,8,6.8,4.5,1,,,,
2020-11-09,4.4,2.7,1.35,-1.7,,-3,94,81.5,77,60,2,-0.3,-1.1,-4.2,20,13.25,11.5,3,35,8,102.32,102,101.87,101.41,102.28,101.96,101.83,101.37,40230,23335.8,24945,9660,2.7,2,2,1.4,16.6,0,0,0,0,2.1,2.1,0,,07:14:00,16:39:00,9.42,7.23,16.65,1,1,4,4,2,2,,,,,,8,7.2,4,0,,,,
2020-11-08,8.3,3.95,2.95,-2.4,,-3,83,54.2,57.5,32,-1,-5,-4.5,-8,15,6.5,7.5,0,37,33,102.33,101.89,101.74,101.15,102.29,101.85,101.69,101.1,32190,29842.1,28165,24140,3.3,2.2,2.4,1.5,15.1,0,0,0,0,0,0,0,,07:12:00,16:40:00,9.47,7.2,16.67,2,2,9,10,-1,-1,,,,,,3,1.1,1.5,0,,,,
2020-11-07,8.7,5.87,6.4,4.1,,,88,64.6,64,40,3.5,-0.8,-1.9,-7.4,25,14.75,13.5,2,45,29,101.1,100.88,100.92,100.73,101.06,100.84,100.88,100.69,32190,32190,32190,32190,3,1.7,2,1.1,11.6,0,1.4,0,0,0,0,0,,07:11:00,16:42:00,9.52,7.18,16.7,1,1,8,8,-1,2,,,,,,8,3.6,4,0,,,,
2020-11-06,9,7.28,6.65,4.3,,,87,79.2,79.5,72,4.6,3.9,3.6,2.6,32,25.17,20,8,55,30,101.4,101.21,101.19,100.99,101.36,101.16,101.15,100.95,32190,32190,32190,32190,2.3,1.7,1.6,1,11.3,0,1.6,0,0,0,0,0,,07:09:00,16:43:00,9.57,7.15,16.72,1,1,10,10,4,4,,,,,,8,2.8,4,0,,,,
2020-11-05,15.3,9.33,10.05,4.8,,,90,79.2,79.5,69,8.1,5.9,5.8,3.5,25,11.58,13.5,2,48,23,101.77,101.53,101.53,101.3,101.72,101.49,101.49,101.26,32190,32190,32190,32190,2.6,2.1,1.8,1.1,8,0,5,3,0.1,0,0,0,,07:07:00,16:45:00,9.63,7.12,16.75,1,1,11,12,5,5,,,,,,8,7.5,6,4,,,,
2020-11-04,15.5,13.72,13.45,11.4,,,96,88.8,83,70,13.4,11.9,10.8,8.2,23,15.58,17,11,41,17,101.37,101.16,101.21,101.04,101.33,101.12,101.17,101,32190,27025.4,18510,4830,2.3,1.6,1.6,1,4.5,0,8.4,6.5,3.5,7.2,7.2,0,,07:06:00,16:46:00,9.67,7.1,16.77,1,1,14,14,10,10,,,,,,8,7.7,5.5,3,,,,
2020-11-03,11.5,10.47,10.1,8.7,,,96,94.5,93.5,91,11,9.6,9.8,8.5,18,12.71,11.5,5,33,9,101.24,101.08,101.11,100.98,101.2,101.04,101.07,100.94,24140,12204.2,13680,3220,2.3,1.8,1.8,1.3,7.9,0,5.1,3.1,0.1,34.6,34.6,0,,07:04:00,16:48:00,9.73,7.07,16.8,1,1,11,11,10,12,,,,,,8,8,8,8,,,,
2020-11-02,15,8.47,8.6,2.2,,,96,85.2,79,62,8.8,6,5.4,2,8,4.54,4.5,1,,,102.1,101.74,101.69,101.28,102.06,101.7,101.65,101.24,40230,28499.6,32185,24140,8,2.2,4.5,1.1,9.4,0,3.6,1.6,0,0,0,0,,07:03:00,16:49:00,9.77,7.05,16.82,2,3,14,14,9,10,,,,,,8,5.6,4.5,1,,,,
2020-11-01,10.9,,6.35,1.8,,,,,,,,,,,13,5.84,7,1,,,102.75,102.38,102.42,102.08,102.71,102.34,102.38,102.04,64370,38316.8,33995,3620,8,2.6,4.6,1.2,11.7,0,1.4,0,0,0,0,0,,07:01:00,16:51:00,9.83,7.02,16.85,2,3,11,12,4,5,,,,,,5,2.6,2.5,0,,,,
2020-10-31,9.9,6.14,5.55,1.2,,,98,88.3,87.5,77,6.1,4.3,4,2,12,5.67,6.5,1,33,26,103.08,102.9,102.85,102.62,103.07,102.89,102.84,102.61,64400,42454.2,38650,12900,11,2.3,6,1,12.4,0,0.6,0,0,0,0,0,,07:59:00,17:53:00,9.9,7.98,17.88,3,3,12,12,4,4,,,,,,8,4.2,4,0,,,,
2020-10-30,12.8,10.5,10,7.2,,,93,79,79,65,9.6,6.9,6.7,3.8,36,24.83,19.5,3,58,25,102.57,101.51,101.61,100.64,102.56,101.5,101.59,100.63,32200,30987.5,25750,19300,3,2,2,1,8,0,5,3,0,3.6,3.6,0,,07:58:00,17:55:00,9.95,7.97,17.92,2,2,11,11,4,4,,,,,,8,4,4,0,,,,
2020-10-29,13.3,11.75,11.8,10.3,,,94,89.5,88.5,83,10.9,10.1,10.2,9.4,28,18.33,21.5,15,32,9,102.1,101.85,101.59,101.09,102.09,101.84,101.58,101.08,32200,31862.5,28150,24100,2.2,1.7,1.6,1,6.2,0,6.8,4.8,1.8,0,0,0,,07:56:00,17:56:00,10,7.93,17.93,2,2,13,13,10,10,,,,,,8,8,7.5,7,,,,
2020-10-28,13.4,11.35,11.8,10.2,,,91,85.9,86.5,82,10.2,9.1,8.8,7.5,26,20.62,21.5,17,35,11,102.3,102.15,102.14,101.97,102.29,102.14,102.12,101.96,32200,30175,28150,24100,2,1.4,1.5,1,6.2,0,6.8,4.8,1.8,0,0,0,,07:54:00,17:58:00,10.07,7.9,17.97,1,1,13,13,10,10,,,,,,8,7.1,7,6,,,,
2020-10-27,10.2,7.72,7.69,5.2,,,86,81,80.5,75,7.5,4.7,4.8,2,22,13.58,14,6,32,4,103.14,102.75,102.72,102.31,103.13,102.74,102.72,102.31,32200,26800,28150,24100,3.2,1.9,2.2,1.2,10.3,0,2.7,0.7,0,0,0,0,,07:53:00,18:00:00,10.12,7.88,18,1,1,8,8,8,8,,,,,,8,7.5,7.5,7,,,,
2020-10-26,6.4,4.62,4.55,2.7,,,89,74,75,61,1.4,0.3,0,-1.5,9,6.17,4.5,0,,,103.43,103.3,103.3,103.16,103.42,103.28,103.28,103.14,32200,27475,28150,24100,4,2.4,2.6,1.2,13.4,0,0,0,0,0.6,0.6,0,,07:51:00,18:01:00,10.17,7.85,18.02,3,4,7,9,1,5,,,,,,8,6.9,6.5,5,,,,
2020-10-25,6.3,2.22,0.85,-4.6,,-6,83,57.7,61,39,-0.8,-5.7,-5.6,-10.4,20,8.12,10.5,1,35,7,103.69,103.54,103.52,103.35,103.68,103.53,103.51,103.34,32200,30175,28150,24100,3.5,2.3,2.6,1.7,17.1,0,0,0,0,0,0,0,,07:50:00,18:03:00,10.22,7.83,18.05,2,4,7,7,0,1,,,,,,8,4.7,4,0,,,,
2020-10-24,9.8,4.61,5.2,0.6,,,79,53.9,54.5,30,1.5,-4.6,-4.1,-9.7,24,13.38,14.5,5,33,9,103.34,102.63,102.56,101.78,103.33,102.61,102.55,101.77,32200,32200,32200,32200,2.2,1.8,1.6,1,12.8,0,0.2,0,0,0,0,0,,07:48:00,18:05:00,10.28,7.8,18.08,3,3,8,8,0,0,,,,,,2,0.7,1,0,,,,
2020-10-23,7.4,5.3,5.6,3.8,,,95,91.2,89,83,5.2,4,4,2.7,28,13.88,15,2,39,8,102.57,101.64,101.88,101.19,102.56,101.63,101.86,101.17,32200,20112.5,17500,2800,3,1.6,2,1,12.4,0,0.6,0,0,12.8,12.8,0,,07:46:00,18:07:00,10.35,7.77,18.12,1,1,5,7,1,3,,,,,,8,7.1,4.5,1,,,,
2020-10-22,10.3,7.61,7.4,4.5,,,87,76.9,74.5,62,4.7,3.7,3.6,2.6,15,9.21,9,3,33,20,103,102.82,102.78,102.57,102.99,102.81,102.77,102.56,32200,32200,32200,32200,3,1.7,2,1,10.6,0,2.4,0.4,0,0,0,0,,07:45:00,18:09:00,10.4,7.75,18.15,3,3,10,10,4,4,,,,,,8,6.3,5.5,3,,,,
2020-10-21,11.9,9.18,9.25,6.6,,,89,76.8,77,65,7.3,5.3,5.8,4.4,37,22.71,21,5,52,28,102.55,102.05,102.12,101.69,102.55,102.03,102.11,101.67,32200,29837.5,28150,24100,2.2,1.7,1.6,1,8.8,0,4.2,2.2,0,0,0,0,,07:43:00,18:11:00,10.47,7.72,18.18,3,3,12,12,4,4,,,,,,7,3.7,4,1,,,,
2020-10-20,12.8,10.03,9.9,7,,,95,85.7,82,69,9,7.7,7.8,6.7,23,9,13,3,37,29,102.27,102.1,102.03,101.8,102.26,102.08,102.03,101.79,48300,33170.8,36200,24100,2.3,1.7,1.6,1,8.1,0,4.9,2.9,0,0,0,0,,07:42:00,18:13:00,10.52,7.7,18.22,2,2,13,13,5,7,,,,,,8,6.6,6,4,,,,
2020-10-19,12.8,11.12,11.5,10.2,,,97,89.5,88,79,10.3,9.5,8.9,7.6,29,16.08,17,5,37,28,102.18,101.93,101.94,101.69,102.16,101.92,101.92,101.68,48300,27087.5,26550,4800,2,1.7,1.6,1.2,6.5,0,6.5,4.5,1.5,0,0,0,,07:40:00,18:14:00,10.57,7.67,18.23,2,3,14,14,7,9,,,,,,8,7.4,6.5,5,,,,
2020-10-18,11.9,10.21,10.15,8.4,,,97,94,92,87,10.2,9.3,9.2,8.1,16,9.75,9.5,3,,,101.87,101.61,101.69,101.5,101.86,101.6,101.67,101.49,40200,21666.7,21300,2400,2,1.6,1.6,1.1,7.8,0,5.2,3.1,0.2,10.8,10.8,0,,07:39:00,18:16:00,10.62,7.65,18.27,1,1,13,13,10,10,,,,,,8,8,8,8,,,,
2020-10-17,12.9,10.98,11.5,10.1,,,96,83,83,70,10,8.1,8.4,6.9,32,15.12,18,4,45,27,102.21,102.01,102,101.79,102.2,102,101.98,101.77,48300,32854.2,32200,16100,1.9,1.5,1.4,1,6.5,0,6.5,4.5,1.5,0.5,0.5,0,,07:37:00,18:18:00,10.68,7.62,18.3,1,2,13,13,9,9,,,,,,8,7.5,6.5,5,,,,
2020-10-16,14.2,11.3,11.8,9.4,,,97,92.9,92,87,12.2,10.2,10.1,7.9,25,18.21,17.5,10,35,6,102.83,101.9,102.2,101.57,102.82,101.89,102.19,101.56,32200,28908.3,20950,9700,2,1.5,1.6,1.1,6.2,0,6.8,4.8,1.8,2.7,2.7,0,,07:35:00,18:20:00,10.75,7.58,18.33,1,1,14,14,9,10,,,,,,8,7.6,6,4,,,,
2020-10-15,12.3,9.62,8.55,4.8,,,95,85.3,83.5,72,8.9,7.2,6.8,4.6,15,8.29,9,3,32,27,103.69,103.37,103.29,102.89,103.67,103.36,103.27,102.88,32200,31862.5,28150,24100,2.3,1.5,1.6,1,9.4,0,3.5,1.6,0,0.3,0.3,0,,07:34:00,18:22:00,10.8,7.57,18.37,3,3,14,14,9,9,,,,,,8,6.3,4.5,1,,,,
2020-10-14,13.9,10.76,10.5,7.1,,,94,85.5,83,72,10,8.4,8.2,6.3,28,14.08,15.5,3,39,27,103.29,102.74,102.63,101.97,103.28,102.73,102.62,101.96,32200,29837.5,28150,24100,2.2,1.6,1.6,1,7.5,0,5.5,3.5,0.5,0,0,0,,07:32:00,18:24:00,10.87,7.53,18.4,3,4,14,14,6,6,,,,,,8,4.7,5,2,,,,
2020-10-13,16.3,11.1,12,7.7,,,96,82.3,81,66,11.2,8.1,8.6,5.9,36,25.42,20.5,5,65,19,101.87,100.86,100.98,100.09,101.86,100.85,100.99,100.11,32200,25137.5,20950,9700,2.5,1.8,1.8,1,6,0,7,5,2,13.9,13.9,0,,07:31:00,18:26:00,10.92,7.52,18.43,2,3,14,15,9,9,,,,,,8,6.3,5,2,,,,
2020-10-12,13.6,10.97,11.25,8.9,,,94,77.1,76,58,8.9,7.1,6.7,4.5,47,22.79,25.5,4,61,28,102.24,101.76,101.47,100.71,102.22,101.74,101.46,100.69,40200,29616.7,25750,11300,2,1.5,1.5,1,6.8,0,6.2,4.2,1.2,0,0,0,,07:29:00,18:28:00,10.98,7.48,18.47,3,3,14,14,7,7,,,,,,8,6.3,4.5,1,,,,
2020-10-11,12.2,9.62,9.39,6.6,,,96,90.9,88,80,10,8.2,8.3,6.7,30,17.42,15.5,1,41,6,101.5,100.97,100.88,100.25,101.49,100.96,100.86,100.24,32200,25145.8,18500,4800,2,1.6,1.6,1.1,8.6,0,4.4,2.4,0,14.4,14.4,0,,07:28:00,18:30:00,11.03,7.47,18.5,1,1,11,13,10,11,,,,,,8,6.7,4.5,1,,,,
2020-10-10,15.6,13.11,13.55,11.5,,,97,79.3,80,63,12.8,9.5,9.2,5.5,27,20.54,17,7,45,14,101.07,100.25,100.36,99.65,101.06,100.24,100.34,99.63,32200,28641.7,24150,16100,2.4,2,1.7,1,4.5,0,8.6,6.5,3.5,12,12,0,,07:26:00,18:32:00,11.1,7.43,18.53,1,2,14,14,10,11,,,,,,8,6.5,5.5,3,,,,
2020-10-09,14.8,14.12,14.1,13.4,,,98,92.6,88.5,79,13.9,12.9,12.4,11,23,16.12,15.5,8,41,9,101.15,100.7,100.61,100.07,101.14,100.69,100.6,100.05,32200,21391.7,18500,4800,2,1.4,1.5,1,3.9,0,9.1,7.1,4.1,15.7,15.7,0,,07:25:00,18:34:00,11.15,7.42,18.57,1,1,16,16,12,12,,,,,,8,8,8,8,,,,
2020-10-08,18.2,14.68,15.6,13,,,99,84.6,82.5,66,13.9,12,12.3,10.8,22,16.08,15,8,,,101.16,101.06,101.04,100.92,101.15,101.05,101.03,100.91,32200,23175,17700,3200,3,1.6,2,1,2.4,0,10.6,8.6,5.6,0,0,0,,07:23:00,18:36:00,11.22,7.38,18.6,3,3,17,18,12,12,,,,,,8,7.9,7.5,7,,,,
2020-10-07,15.7,13.4,12.3,8.9,,,99,98,96.5,94,15.1,13.1,11.9,8.7,18,11.25,9.5,1,,,101.56,101.21,101.24,100.93,101.55,101.2,101.23,100.91,19300,4145.8,9750,200,2.5,1.4,1.8,1,5.7,0,7.3,5.3,2.3,0,0,0,,07:22:00,18:39:00,11.28,7.37,18.65,4,4,19,19,12,12,,,,,,8,4,4,0,,,,
2020-10-06,15.9,13.21,12.85,9.8,,,99,96.5,94,89,14.3,12.7,12.3,10.4,10,5.75,5.5,1,,,102.25,101.95,101.92,101.58,102.23,101.93,101.89,101.56,40200,14141.7,20200,200,3.1,1.7,2,1,5.2,0,7.8,5.8,2.8,0,0,0,,07:20:00,18:41:00,11.35,7.33,18.68,4,4,17,19,12,12,,,,,,8,2.9,4,0,,,,
2020-10-05,17.5,13.68,13.2,8.9,,,99,93.6,88.5,78,14,12.6,11.3,8.7,13,5.92,7,1,,,102.58,102.42,102.42,102.26,102.56,102.4,102.4,102.25,40200,17508.3,20300,400,2.6,1.8,1.8,1,4.8,0,8.2,6.2,3.2,0,0,0,,07:19:00,18:43:00,11.4,7.32,18.72,5,5,17,18,11,12,,,,,,8,4.9,4,0,,,,
2020-10-04,15.4,13.76,14,12.6,,,98,93.6,93,88,13.6,12.8,12.8,12.1,18,9.67,9.5,1,,,102.35,102.01,102.06,101.78,102.34,101.99,102.05,101.77,24100,14304.2,12850,1600,2,1.8,1.8,1.5,4,0,9,7,4,0.2,0.2,0,,07:17:00,18:45:00,11.47,7.28,18.75,2,3,16,16,12,12,,,,,,8,7.9,7.5,7,,,,
2020-10-03,18.5,13.67,14.1,9.7,,,99,94,87.5,76,14.4,12.7,12.6,10.8,17,9.75,9,1,,,101.91,101.8,101.79,101.66,101.9,101.79,101.77,101.64,32200,11637.5,16300,400,3.1,2.1,2,1,3.9,0,9.1,7.1,4.1,0,0,0,,07:16:00,18:47:00,11.52,7.27,18.78,5,5,18,18,11,11,,,,,,8,1.7,4,0,,,,
2020-10-02,19.6,14.47,14.2,8.8,,,99,94,87,75,15.7,13.5,12.9,10.2,10,5,5.5,1,,,102.08,101.96,101.94,101.79,102.07,101.95,101.92,101.77,32200,24758.3,16500,800,3.8,2.2,2.4,1,3.8,0,9.2,7.2,4.2,0,0,0,,07:14:00,18:49:00,11.58,7.23,18.82,5,5,19,20,12,12,,,,,,4,1,2,0,,,,
2020-10-01,18.6,14.65,14.85,11.1,,,98,94.6,90,82,15.5,13.8,13.8,12,10,6.29,6,2,,,102.28,102.16,102.15,102.02,102.26,102.14,102.13,102,32200,24404.2,16100,0,3,1.7,2,1,3.1,0,9.8,7.8,4.8,0,0,0,,07:13:00,18:51:00,11.63,7.22,18.85,4,5,19,19,12,12,,,,,,8,5.8,5,2,,,,
2020-09-30,20.4,15.53,15.5,10.6,,,98,88.2,83,68,15.6,13.5,13.3,11,9,5.79,5,1,,,102.24,102.12,102.06,101.87,102.22,102.1,102.04,101.86,32200,30175,28150,24100,2.6,1.5,1.8,1,2.5,0,10.5,8.5,5.5,0,0,0,,07:11:00,18:53:00,11.7,7.18,18.88,4,5,20,20,12,12,,,,,,7,3.5,3.5,0,,,,
2020-09-29,18.8,14.61,13.7,8.6,,,98,90.6,88.5,79,14.9,13.1,12.6,10.3,23,11.58,12,1,,,102.22,101.91,101.94,101.65,102.2,101.89,101.91,101.63,48300,38216.7,36200,24100,4,1.5,2.5,1,4.3,0,8.7,6.7,3.7,0,0,0,,07:10:00,18:55:00,11.75,7.17,18.92,5,5,20,20,11,11,,,,,,3,1.1,1.5,0,,,,
2020-09-28,17.1,14.06,13.35,9.6,,,97,86.2,84,71,13.3,11.7,11.6,9.9,22,10.38,11.5,1,,,103.07,102.68,102.65,102.24,103.05,102.66,102.64,102.22,48300,29158.3,36200,24100,2.6,1.4,1.8,1,4.7,0,8.3,6.3,3.4,0,0,0,,07:08:00,18:58:00,11.83,7.13,18.97,5,5,18,18,12,12,,,,,,7,2.6,4,1,,,,
2020-09-27,16.8,13.38,13,9.2,,,97,87.5,85.5,74,12.5,11.4,10.7,8.8,12,7.54,6.5,1,,,103.27,103.04,102.89,102.52,103.25,103.02,102.88,102.51,40200,30508.3,32150,24100,2,1.3,1.5,1,5,0,8,6,3,0,0,0,,07:07:00,19:00:00,11.88,7.12,19,4,4,17,17,10,10,,,,,,8,7.3,6,4,,,,
2020-09-26,15.3,12.77,12.65,10,,,96,88.3,87,78,12,10.9,10.3,8.7,25,12.04,14,3,32,17,102.41,101.85,101.87,101.32,102.4,101.83,101.85,101.3,32200,29845.8,22550,12900,1.9,1.5,1.5,1.1,5.3,0,7.7,5.7,2.6,2.6,2.6,0,,07:05:00,19:02:00,11.95,7.08,19.03,2,2,14,15,9,10,,,,,,8,7,5.5,3,,,,
2020-09-25,18.7,14.84,15.95,13.2,,,94,80.8,75.5,57,12.9,11.4,11.2,9.4,39,23.17,25,11,54,14,101.25,100.57,100.66,100.07,101.23,100.56,100.64,100.06,32200,26158.3,19300,6400,2.1,1.7,1.6,1.2,2,0,10.9,8.9,6,7.8,7.8,0,,07:04:00,19:04:00,12,7.07,19.07,3,3,17,17,10,10,,,,,,8,6.3,5,2,,,,
2020-09-24,18.6,14.93,15.85,13.1,,,94,86,84.5,75,13.5,12.6,12.6,11.6,29,20.08,19,9,41,14,101.21,100.98,100.86,100.51,101.2,100.97,100.85,100.5,32200,28166.7,20950,9700,2,1.8,1.6,1.3,2.1,0,10.8,8.8,5.8,12.8,12.8,0,,07:02:00,19:06:00,12.07,7.03,19.1,2,2,15,15,12,13,,,,,,8,7.5,7,6,,,,
2020-09-23,18,15.29,15.9,13.8,,,97,88.6,84.5,72,14.9,13.4,13.1,11.2,39,24.17,25.5,12,50,13,100.99,100.53,100.54,100.1,100.98,100.52,100.54,100.1,32200,17941.7,17500,2800,2,1.5,1.5,1,2.1,0,10.9,8.9,5.9,29.6,29.6,0,,07:01:00,19:08:00,12.12,7.02,19.13,1,1,17,17,14,14,,,,,,8,7.6,5.5,3,,,,
2020-09-22,20.6,16.38,16.45,12.3,,,97,76.9,75.5,54,14.1,12.1,12.2,10.2,19,12.46,12,5,,,101.61,101.44,101.35,101.09,101.6,101.43,101.34,101.08,48300,31620.8,33800,19300,2.2,1.6,1.6,1,1.6,0,11.4,9.4,6.5,0.8,0.8,0,,06:59:00,19:10:00,12.18,6.98,19.17,4,5,19,19,13,13,,,,,,8,6.9,5.5,3,,,,
2020-09-21,21.2,15.97,16.25,11.3,,,94,80.7,76.5,59,14.2,12.5,12.3,10.4,17,9.88,10.5,4,,,101.47,101.41,101.41,101.35,101.45,101.4,101.39,101.33,48300,33837.5,36200,24100,2,1.3,1.5,1,1.8,0,11.2,9.2,6.2,0,0,0,,06:58:00,19:13:00,12.25,6.97,19.22,4,4,20,20,14,14,,,,,,8,6.5,5,2,,,,
2020-09-20,21.1,16.24,16.64,12.2,,,96,79.7,77.5,59,13.6,12.5,12.6,11.6,19,13.58,13.5,8,,,101.88,101.72,101.68,101.48,101.86,101.7,101.67,101.47,40200,30820.8,32150,24100,2.1,1.5,1.6,1,1.4,0,11.6,9.6,6.6,0,0,0,,06:57:00,19:15:00,12.3,6.95,19.25,4,5,19,19,12,12,,,,,,8,5.9,5,2,,,,
2020-09-19,18.1,15.32,15.95,13.8,,,97,91,88,79,14.9,13.8,14,13.1,17,13.12,12.5,8,,,101.75,101.53,101.51,101.26,101.74,101.52,101.49,101.24,32200,23583.3,18500,4800,2,1.5,1.5,1,2,0,10.9,8.9,6,2.8,2.8,0,,06:55:00,19:17:00,12.37,6.92,19.28,2,4,18,19,13,13,,,,,,8,7.4,6,4,,,,
2020-09-18,18.6,16.2,16.55,14.5,,,98,94.4,92.5,87,16.5,15.3,15.1,13.7,14,8.29,8.5,3,,,101.29,101.2,101.21,101.13,101.28,101.19,101.19,101.11,19300,4812.5,10450,1600,9,5.8,5.2,1.3,1.4,0,11.6,9.6,6.5,0,0,0,,06:54:00,19:19:00,12.42,6.9,19.32,2,2,19,19,14,15,,,,,,8,7.3,5.5,3,,,,
2020-09-17,19.8,17.36,17.55,15.3,,,98,92.4,91.5,85,17.1,16.1,15.8,14.6,17,8.92,9.5,2,,,101.71,101.47,101.44,101.18,101.7,101.45,101.43,101.17,8100,4441.7,5250,2400,11,7.2,7.5,4,0.4,0,12.6,10.6,7.5,0,0,0,,06:52:00,19:21:00,12.48,6.87,19.35,5,6,20,20,15,15,,,,,,8,5.7,5,2,,,,
2020-09-16,19.9,16.82,17.14,14.4,,,98,94.9,92.5,87,17.9,16,16.2,14.6,19,11.79,11,3,,,101.83,101.64,101.63,101.43,101.81,101.62,101.61,101.41,32200,5566.7,16600,1000,10,7.1,7.5,5,0.9,0,12.1,10.1,7.1,0,0,0,,06:51:00,19:23:00,12.53,6.85,19.38,5,6,21,21,14,15,,,,,,8,5.5,5,2,,,,
2020-09-15,21.9,17.51,18.64,15.4,,,97,85,83,69,16.1,14.9,15.1,14,26,12.71,14.5,3,35,29,101.99,101.83,101.83,101.67,101.98,101.81,101.82,101.66,9700,4154.2,6050,2400,11,10.1,8.5,6,0,0.6,13.6,11.6,8.6,1.8,1.8,0,,06:49:00,19:26:00,12.62,6.82,19.43,5,5,20,21,15,15,,,,,,6,4.3,4,2,,,,
2020-09-14,17.5,14.36,14.25,11,,,98,92.4,89,80,14.9,13.1,12.8,10.8,19,9.08,11.5,4,,,101.63,101.46,101.48,101.33,101.61,101.44,101.47,101.32,3600,1825,1800,0,11,11,11,11,3.8,0,9.2,7.2,4.2,1,1,0,,06:48:00,19:28:00,12.67,6.8,19.47,4,5,16,19,13,13,,,,,,5,3.9,2.5,0,,,,
2020-09-13,16.7,13.52,13.89,11.1,,,97,89.6,86,75,12.9,11.8,11.7,10.5,17,9.38,9.5,2,,,101.41,101.32,101.29,101.16,101.4,101.31,101.27,101.14,2800,2116.7,2200,1600,11,11,11,11,4.1,0,8.9,6.9,3.9,0,0,0,,06:46:00,19:30:00,12.73,6.77,19.5,5,6,17,17,11,11,,,,,,6,4.2,3.5,1,,,,
