date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2020-04-12,14,8.11,7.2,0.4,,,73,53,53,33,4.2,-1.2,-1.2,-6.5,21,9.12,11,1,,,102.79,102.61,102.61,102.43,102.78,102.6,102.6,102.41,48300,40250,40250,32200,2.9,2.5,2.5,2.1,10.8,0,2.2,0.2,0,0,0,0,,06:26:00,20:00:00,13.57,6.43,20,5,5,13,13,3,3,,,,,,2,0.8,1,0,,,,
2020-04-11,14.5,10.31,10.1,5.7,,,92,65.4,61,30,7.2,3.5,0.2,-6.9,33,17.54,18,3,45,29,102.37,102.08,101.96,101.55,102.35,102.07,101.95,101.55,48300,38570.8,36200,24100,2.8,2.2,2.2,1.7,7.9,0,5.1,3.1,0.1,0,0,0,,06:28:00,19:59:00,13.52,6.47,19.98,5,5,13,14,3,3,,,,,,8,2.6,4,0,,,,
2020-04-10,14.4,10.15,9.25,4.1,,,89,75.2,77.5,66,8.3,5.9,5.4,2.5,21,8.25,10.5,0,30,28,101.87,101.71,101.69,101.5,101.86,101.7,101.67,101.48,32200,32200,32200,32200,3,2.3,2.1,1.3,8.8,0,4.2,2.2,0,0,0,0,,06:30:00,19:57:00,13.45,6.5,19.95,5,5,14,14,5,5,,,,,,8,2.2,4,0,,,,
2020-04-09,13,9,7.7,2.4,,,93,74.4,73.5,54,7.2,4.6,4.2,1.1,17,7.58,9,1,,,102.33,102.06,102.05,101.76,102.32,102.05,102.03,101.75,32200,32200,32200,32200,3.1,2.5,2.4,1.6,10.3,0,2.7,0.7,0,0,0,0,,06:32:00,19:56:00,13.4,6.53,19.93,5,5,14,14,5,5,,,,,,4,1.8,2,0,,,,
2020-04-08,12.7,7.85,7,1.3,,,91,75,75.5,60,6.7,3.6,2.7,-1.3,20,10.5,10.5,1,,,102.76,102.58,102.55,102.34,102.74,102.57,102.53,102.33,32200,32200,32200,32200,3.2,2.6,2.5,1.9,11,0,2,0,0,0,0,0,,06:34:00,19:54:00,13.33,6.57,19.9,5,5,12,12,4,4,,,,,,6,2.8,3,0,,,,
2020-04-07,11.9,8.68,7.3,2.7,,,87,68.2,68.5,50,4.8,2.9,2.4,-0.1,29,16.96,16,3,39,28,102.6,102.26,102.19,101.79,102.58,102.25,102.17,101.77,48300,33541.7,40250,32200,3.1,2.5,2.4,1.6,10.7,0,2.3,0.3,0,0,0,0,,06:36:00,19:52:00,13.27,6.6,19.87,5,5,11,11,2,2,,,,,,8,3.1,4,0,,,,
2020-04-06,11,6.69,5.8,0.6,,,88,73.8,75.5,63,5.5,2.3,2,-1.4,13,7.25,7,1,,,101.71,101.3,101.23,100.75,101.69,101.29,101.22,100.74,48300,32870.8,40250,32200,2.9,2.2,2.2,1.5,12.2,0,0.8,0,0,0,0,0,,06:38:00,19:51:00,13.22,6.63,19.85,5,5,11,11,2,2,,,,,,8,4.2,4,0,,,,
2020-04-05,10.8,6.91,6.75,2.7,,,79,66.1,65.5,52,3.5,1,0.8,-1.8,26,13.04,13.5,1,32,30,100.69,100.5,100.56,100.42,100.68,100.49,100.55,100.41,48300,40583.3,40250,32200,2.5,2.1,1.9,1.3,11.2,0,1.8,0,0,0,0,0,,06:40:00,19:49:00,13.15,6.67,19.82,2,3,12,12,1,1,,,,,,8,5.2,4,0,,,,
2020-04-04,9.9,5.46,6,2.1,,,92,73.2,69.5,47,2.5,0.8,0.4,-1.8,20,15.04,10.5,1,33,10,101.4,100.94,100.94,100.49,101.39,100.93,100.94,100.48,32200,30175,28150,24100,2.4,1.9,1.8,1.2,12,0,1,0,0,0.8,0.8,0,,06:43:00,19:48:00,13.08,6.72,19.8,3,4,10,11,4,5,,,,,,8,7.4,6,4,,,,
2020-04-03,8.8,5.65,6.05,3.3,,,82,68.2,67,52,2.6,0.2,0.4,-1.9,36,19.58,19.5,3,45,28,101.9,101.62,101.67,101.43,101.89,101.6,101.65,101.42,32200,32200,32200,32200,2.5,2,2,1.4,11.9,0,1.1,0,0,0,0,0,,06:45:00,19:46:00,13.02,6.75,19.77,2,3,9,9,2,2,,,,,,8,5.8,5.5,3,,,,
2020-04-02,9.1,5.42,5.8,2.5,,,84,67.2,69.5,55,3.3,-0.3,-0.4,-4,19,11.96,10.5,2,32,10,102.24,102.1,102.09,101.94,102.23,102.09,102.08,101.93,32200,32200,32200,32200,2.5,2,1.8,1.2,12.2,0,0.8,0,0,0,0,0,,06:47:00,19:45:00,12.97,6.78,19.75,3,3,8,10,2,2,,,,,,8,7.4,6,4,,,,
2020-04-01,8.8,5.28,5.3,1.8,,,94,76,76.5,59,3.4,1.2,-0.2,-3.7,26,11.88,14.5,3,,,102.03,101.91,101.85,101.67,102.02,101.9,101.84,101.66,32200,30512.5,28150,24100,2.5,2,1.8,1,12.7,0,0.3,0,0,1.6,1.6,0,,06:49:00,19:43:00,12.9,6.82,19.72,3,4,8,9,1,2,,,,,,8,6.4,5,2,,,,
2020-03-31,10.5,6,6.15,1.8,,,92,76.9,73.5,55,3.9,2.1,2.1,0.3,22,12.88,13,4,33,20,101.65,101.45,101.42,101.2,101.63,101.44,101.41,101.19,32200,29500,28150,24100,2.5,2.2,2,1.6,11.8,0,1.1,0,0,0,0,0,,06:51:00,19:42:00,12.85,6.85,19.7,4,5,10,11,2,3,,,,,,8,7,6.5,5,,,,
2020-03-30,9.5,7.22,7.05,4.6,,,89,75.5,77,65,6,3.2,3.6,1.3,45,26.42,26.5,8,61,15,101.19,100.59,100.48,99.77,101.18,100.59,100.47,99.76,32200,29370.8,25750,19300,2.5,2.2,2.1,1.7,10.9,0,2,0,0,5,5,0,,06:53:00,19:40:00,12.78,6.88,19.67,2,3,10,10,3,4,,,,,,8,7.2,5.5,3,,,,
2020-03-29,13.4,9.38,10.25,7.1,,,87,71.4,67.5,48,5.4,4.3,3.8,2.1,32,16.12,18,4,37,20,100.96,100.76,100.65,100.35,100.97,100.76,100.67,100.37,48300,36554.2,36200,24100,2.5,2.1,2,1.6,7.8,0,5.2,3.2,0.2,0.4,0.4,0,,06:55:00,19:39:00,12.73,6.92,19.65,4,4,12,12,6,6,,,,,,8,7.4,6.5,5,,,,
2020-03-28,10.2,8.71,8.64,7.1,,,96,89.4,88.5,81,8,7,6.8,5.5,32,19.88,22.5,13,45,15,101.57,101.13,101.18,100.79,101.57,101.14,101.18,100.79,32200,23254.2,20950,9700,2.4,1.9,2,1.5,9.4,0,3.6,1.6,0,4.8,4.8,0,,06:57:00,19:37:00,12.67,6.95,19.62,1,2,10,10,7,7,,,,,,8,8,8,8,,,,
2020-03-27,8.7,7.05,7.19,5.7,,,96,92.8,92,88,7,6,5.8,4.5,17,12.21,13,9,,,101.57,101.52,101.51,101.45,101.58,101.53,101.52,101.46,24100,12912.5,13850,3600,2.7,2.3,2.2,1.8,10.8,0,2.2,0.2,0,5.6,5.6,0,,06:59:00,19:36:00,12.62,6.98,19.6,1,1,9,9,6,7,,,,,,8,8,8,8,,,,
2020-03-26,9,6.5,6.4,3.8,,,88,79.7,76,64,5.4,3.2,3.2,1.1,20,13.42,11,2,28,22,101.63,101.58,101.58,101.54,101.64,101.58,101.6,101.55,32200,25216.7,20950,9700,2.6,2.1,1.9,1.2,11.6,0,1.4,0,0,2,2,0,,07:02:00,19:34:00,12.53,7.03,19.57,3,4,10,10,6,6,,,,,,8,7.7,7,6,,,,
2020-03-25,9.4,5.9,5.9,2.4,,,92,78.2,76,60,4.6,2.2,2.2,-0.1,17,9.54,9.5,2,,,101.76,101.59,101.57,101.37,101.76,101.59,101.57,101.38,32200,31187.5,28150,24100,2.6,1.9,1.9,1.2,12.1,0,0.9,0,0,0,0,0,,07:04:00,19:33:00,12.48,7.07,19.55,4,4,10,10,2,2,,,,,,8,4.1,4,0,,,,
2020-03-24,8.4,5.28,5.45,2.5,,,92,84.2,80.5,69,4.4,2.8,2.6,0.9,22,12.29,12.5,3,,,101.48,101.34,101.35,101.21,101.48,101.34,101.35,101.21,32200,30175,28150,24100,2.5,2,2,1.4,12.6,0,0.4,0,0,0.2,0.2,0,,07:06:00,19:31:00,12.42,7.1,19.52,1,4,10,10,2,2,,,,,,8,6.5,5.5,3,,,,
2020-03-23,10.1,7.03,7.19,4.3,,,91,73.8,74,57,3.9,2.5,2.5,1.2,24,13.71,15,6,35,21,101.18,100.82,100.88,100.57,101.19,100.82,100.89,100.58,32200,26350,20950,9700,2.4,2.2,1.7,1,10.8,0,2.2,0.2,0,1.4,1.4,0,,07:08:00,19:30:00,12.37,7.13,19.5,3,3,9,10,3,3,,,,,,8,7.3,7,6,,,,
2020-03-22,10.7,7,6.65,2.6,,,93,80,80,67,5.7,3.7,3.8,1.9,23,14.71,15.5,8,33,21,102.17,101.57,101.49,100.81,102.18,101.58,101.51,100.84,32200,25329.2,22550,12900,7,2.5,4.3,1.6,11.3,0,1.6,0,0,0,0,0,,07:10:00,19:28:00,12.3,7.17,19.47,3,3,12,12,4,4,,,,,,8,7.4,4.5,1,,,,
2020-03-21,11,6.52,5.6,0.2,,,89,79.6,80,71,6.2,3.2,2.8,-0.5,21,8.12,10.5,0,,,102.56,102.37,102.35,102.14,102.57,102.37,102.35,102.13,32200,32200,32200,32200,3.4,2.7,2.7,2,12.4,0,0.6,0,0,0,0,0,,07:12:00,19:27:00,12.25,7.2,19.45,4,4,11,11,4,6,,,,,,3,1.5,1.5,0,,,,
2020-03-20,10.7,6.68,6.35,2,,,94,76.9,77,60,5.9,2.8,2.3,-1.3,13,8.21,7,1,,,102.69,102.46,102.42,102.14,102.64,102.45,102.39,102.14,40200,32533.3,36200,32200,3.6,2.9,2.7,1.8,11.7,0,1.4,0,0,0,0,0,,07:14:00,19:25:00,12.18,7.23,19.42,4,5,12,12,2,2,,,,,,4,1,2,0,,,,
2020-03-19,11.7,6.58,6.5,1.3,,,92,73.1,72,52,6.4,2,2.5,-1.4,18,8.96,10.5,3,,,102.11,101.68,101.71,101.31,102.11,101.68,101.72,101.32,32200,31525,28150,24100,3.8,2.8,2.8,1.8,11.5,0,1.5,0,0,0,0,0,,07:16:00,19:23:00,12.12,7.27,19.38,5,5,12,12,1,1,,,,,,6,2.9,3,0,,,,
2020-03-18,11.5,5.88,5.05,-1.4,,,92,71.8,64.5,37,4.6,0.7,0.8,-3.1,13,7.33,7,1,,,101.29,101.15,101.14,100.98,101.29,101.16,101.14,100.98,32200,32200,32200,32200,3.3,2.8,2.5,1.8,12.9,0,0,0,0,0,0,0,,07:19:00,19:22:00,12.05,7.32,19.37,5,5,10,10,1,1,,,,,,2,1,1,0,,,,
2020-03-17,9.3,4.64,3.85,-1.6,,-3,89,77.9,78.5,68,4.8,1.1,0.9,-3,27,11.08,14,1,37,30,101.57,101.14,101.2,100.84,101.57,101.15,101.2,100.84,32200,32200,32200,32200,3.5,2.7,2.7,1.9,14.2,0,0,0,0,0,0,0,,07:21:00,19:20:00,11.98,7.35,19.33,4,5,12,13,2,3,,,,,,8,3,4,0,,,,
2020-03-16,9.5,4.1,3.35,-2.8,,-4,84,66,64.5,45,3.5,-1.9,-1.3,-6.1,21,8.79,11.5,2,,,102.55,102.22,102.11,101.67,102.56,102.22,102.11,101.67,40200,33866.7,36200,32200,3.6,2.8,2.8,2,14.7,0,0,0,0,0,0,0,,07:23:00,19:19:00,11.93,7.38,19.32,4,5,10,10,0,0,,,,,,1,0.3,0.5,0,,,,
2020-03-15,6.6,2.37,1.04,-4.5,,-8,77,47.3,53,29,-0.4,-8.2,-8.3,-16.2,38,17.79,21,4,48,30,102.45,102.34,102.31,102.16,102.46,102.35,102.31,102.16,48300,42254.2,40250,32200,3.5,2.5,2.8,2.1,17,0,0,0,0,0,0,0,,07:25:00,19:17:00,11.87,7.42,19.28,4,4,9,9,0,0,,,,,,0,0,0,0,,,,
2020-03-14,6.2,2.52,2.75,-0.7,,-4,33,27.2,27.5,22,-12.1,-14.7,-14.2,-16.4,29,18.96,19.5,10,45,10,102.39,101.67,101.64,100.89,102.4,101.67,101.64,100.89,48300,39900,40250,32200,2.5,2.2,1.8,1,15.2,0,0,0,0,0,0,0,,07:27:00,19:16:00,11.82,7.45,19.27,4,5,6,6,-3,-2,,,,,,8,2.9,4,0,,,,
2020-03-13,8.7,5.09,4.94,1.2,,,81,48.2,55.5,30,-0.8,-5.9,-6.5,-12.3,28,14.54,16.5,5,42,7,101.95,101.13,101.32,100.7,101.95,101.13,101.32,100.7,32200,31525,28150,24100,3,2.3,2.3,1.6,13.1,0,0,0,0,0,0,0,,07:29:00,19:14:00,11.75,7.48,19.23,2,2,8,8,0,1,,,,,,8,7.8,7.5,7,,,,
2020-03-12,8.5,5.8,4.7,0.9,,,79,68.6,63,47,2.2,0.4,-0.2,-2.5,38,19.38,21,4,58,29,102.77,102.54,102.4,102.04,102.78,102.55,102.42,102.05,32200,32200,32200,32200,3,2.3,2.1,1.2,13.3,0,0,0,0,0,0,0,,07:31:00,19:13:00,11.7,7.52,19.22,3,4,8,8,2,2,,,,,,8,4.1,4,0,,,,
2020-03-11,9.3,6.81,6.75,4.2,,,94,73.9,75.5,57,4.9,2.4,2.6,0.4,51,36.33,27.5,4,65,28,102.54,102.1,102.07,101.6,102.56,102.1,102.08,101.61,32200,30850,28150,24100,2.7,2.2,2.1,1.5,11.2,0,1.8,0,0,0,0,0,,07:33:00,19:11:00,11.63,7.55,19.18,4,4,9,9,1,1,,,,,,8,2.8,4,0,,,,
2020-03-10,6.6,4.96,4.9,3.2,,,92,77.7,77,62,4.2,1.3,1,-2.3,24,17.79,18.5,13,33,7,102.46,102.07,102.04,101.62,102.47,102.08,102.05,101.63,32200,29162.5,28150,24100,2.8,2.1,2.2,1.7,13.1,0,0,0,0,2,2,0,,07:36:00,19:09:00,11.55,7.6,19.15,1,1,5,6,3,3,,,,,,8,7.5,6.5,5,,,,
2020-03-09,6.6,2.89,1.74,-3.1,,-4,91,73.7,76.5,62,0.3,-1.5,-1.4,-3,14,6.83,7,0,,,102.6,102.45,102.39,102.18,102.61,102.46,102.4,102.19,32200,32200,32200,32200,3,2.1,2.1,1.3,16.3,0,0,0,0,0,0,0,,07:38:00,19:08:00,11.5,7.63,19.13,3,3,7,7,1,1,,,,,,7,2.3,3.5,0,,,,
2020-03-08,6.7,2.99,2.8,-1.1,,-3,94,81.6,79.5,65,1.8,0,0,-1.9,18,9.65,11,4,28,29,102.16,101.93,101.88,101.6,102.17,101.93,101.88,101.6,48300,42347.8,40250,32200,3,2.1,2.2,1.5,15.2,0,0,0,0,0,0,0,,07:40:00,19:06:00,11.43,7.67,19.1,3,3,7,7,-1,-1,,,,,,6,2.5,3,0,,,,
2020-03-07,7.4,3.68,3.5,-0.4,,,91,79.7,79.5,68,3.1,0.4,0.5,-2.1,16,9.83,8.5,1,,,101.56,101.13,101.22,100.89,101.57,101.13,101.24,100.9,40200,34200,36200,32200,2.5,2,1.9,1.3,14.5,0,0,0,0,0,0,0,,06:42:00,18:05:00,11.38,6.7,18.08,1,2,6,7,2,3,,,,,,8,6.4,5,2,,,,
2020-03-06,8.1,4.62,4.84,1.6,,,84,69.3,65,46,1.9,-0.9,-0.5,-2.9,18,8.5,10.5,3,,,101.63,101.42,101.33,101.03,101.63,101.43,101.33,101.03,32200,31862.5,28150,24100,3,2.3,2.4,1.7,13.2,0,0,0,0,0,0,0,,06:44:00,18:03:00,11.32,6.73,18.05,3,3,8,8,1,3,,,,,,7,2.9,4,1,,,,
2020-03-05,8.4,6.4,6.75,5.1,,,92,77.5,76,60,5.9,2.7,2.6,-0.6,27,14,15.5,4,33,10,101.76,101.41,101.51,101.26,101.77,101.42,101.52,101.28,32200,28245.8,20950,9700,2.6,2.2,2.2,1.8,11.2,0,1.8,0,0,2.4,2.4,0,,06:46:00,18:02:00,11.27,6.77,18.03,1,1,7,7,1,2,,,,,,8,7.9,7.5,7,,,,
2020-03-04,10.2,6.85,7.15,4.1,,,85,63.2,60.5,36,2.5,0,-1.1,-4.7,30,17.12,19,8,48,23,102.53,102.15,102.06,101.6,102.54,102.15,102.08,101.61,32200,32200,32200,32200,2.8,2.4,2.2,1.7,10.8,0,2.1,0.2,0,0,0,0,,06:48:00,18:00:00,11.2,6.8,18,3,3,9,9,4,5,,,,,,8,4.7,5,2,,,,
2020-03-03,8.4,6.79,5.3,2.2,,,97,87.1,84,71,6.2,4.7,4,1.9,36,17.58,19.5,3,48,16,102.11,101.75,101.67,101.24,102.12,101.76,101.69,101.25,32200,26829.2,22550,12900,4,1.9,2.6,1.2,12.7,0,0.3,0,0,1.4,1.4,0,,06:50:00,17:58:00,11.13,6.83,17.97,2,2,8,8,4,4,,,,,,8,7.2,6,4,,,,
2020-03-02,6,4.88,4.75,3.5,,,96,93.6,93,90,4.8,3.9,3.6,2.4,24,14.71,13,2,32,6,102.56,102.17,102.17,101.78,102.57,102.18,102.18,101.79,32200,14204.2,17700,3200,2.4,2,2,1.5,13.2,0,0,0,0,14.8,14.8,0,,06:52:00,17:57:00,11.08,6.87,17.95,1,1,7,7,5,6,,,,,,8,7.9,7,6,,,,
2020-03-01,7,3.9,3.3,-0.4,,,91,84.2,81.5,72,3.3,1.5,1.5,-0.3,16,8.04,8.5,1,32,28,102.89,102.73,102.65,102.42,102.89,102.73,102.65,102.42,48300,35066.7,30600,12900,2.4,1.8,1.7,1,14.7,0,0,0,0,0.8,0.8,0,,06:54:00,17:55:00,11.02,6.9,17.92,2,2,6,8,3,3,,,,,,8,6.8,4.5,1,,,,
2020-02-29,8.6,5.92,6.44,4.3,,,91,80.1,77.5,64,3.6,2.6,2.3,1,39,24.75,24.5,10,48,28,102.33,101.6,101.56,100.79,102.33,101.61,101.57,100.8,48300,36225,40250,32200,3,2.1,2.1,1.3,11.6,0,1.4,0,0,1.2,1.2,0,,06:56:00,17:54:00,10.97,6.93,17.9,2,3,8,8,0,1,,,,,,8,4.4,4,0,,,,
2020-02-28,7.9,6.02,6.4,4.9,,,94,88.8,87.5,81,5.4,4.3,4.2,2.9,29,16.29,19.5,10,46,18,102.33,101.41,101.56,100.79,102.34,101.42,101.56,100.79,32200,27966.7,22550,12900,2.5,1.8,1.8,1.1,11.6,0,1.4,0,0,4,4,0,,06:58:00,17:52:00,10.9,6.97,17.87,1,1,8,9,4,4,,,,,,8,7.8,7.5,7,,,,
2020-02-27,9.4,7.24,7.7,6,,,96,88.8,86.5,77,6,5.5,5.3,4.6,18,13.33,14,10,,,103.22,102.91,102.82,102.41,103.23,102.91,102.82,102.41,40200,26220.8,26550,12900,2.4,1.8,1.8,1.1,10.3,0,2.7,0.7,0,4.4,4.4,0,,07:00:00,17:50:00,10.83,7,17.83,2,2,11,11,3,3,,,,,,8,7.8,7.5,7,,,,
2020-02-26,9.2,6.35,6.3,3.4,,,96,87.2,84.5,73,5.6,4.3,4.5,3.3,15,8.33,9,3,,,103.39,103.24,103.25,103.11,103.39,103.24,103.26,103.12,32200,24791.7,22550,12900,2.8,2.1,2,1.3,11.7,0,1.3,0,0,1.8,1.8,0,,07:02:00,17:49:00,10.78,7.03,17.82,1,2,9,9,5,6,,,,,,8,7.8,6.5,5,,,,
2020-02-25,7,4.84,5.15,3.3,,,92,77.8,78,64,3.5,1.3,1.6,-0.2,17,10.58,10.5,4,,,103.69,103.39,103.41,103.13,103.69,103.4,103.42,103.14,32200,26337.5,25750,19300,2.7,2.1,2,1.2,12.8,0,0.2,0,0,1,1,0,,07:04:00,17:47:00,10.72,7.07,17.78,1,1,8,8,4,4,,,,,,8,7.8,7.5,7,,,,
2020-02-24,7.7,5.27,5.9,4.1,,,87,70.6,72,57,2.4,0.3,0.4,-1.7,39,22.54,23.5,8,54,27,103.71,103.35,103.12,102.53,103.72,103.35,103.12,102.53,32200,31525,28150,24100,2.8,2.3,2.1,1.5,12.1,0,0.9,0,0,1.2,1.2,0,,07:06:00,17:46:00,10.67,7.1,17.77,3,3,7,8,3,3,,,,,,8,7.3,6.5,5,,,,
2020-02-23,8.8,6.15,6.45,4.1,,,94,83.6,85,76,4.7,3.6,3.5,2.2,36,23.04,20,4,54,27,102.41,101.24,101.44,100.47,102.41,101.25,101.44,100.46,40200,32116.7,29750,19300,2.4,2,1.8,1.3,11.6,0,1.4,0,0,9.8,9.8,0,,07:08:00,17:44:00,10.6,7.13,17.73,1,1,8,8,3,3,,,,,,8,7.2,5,2,,,,
2020-02-22,8.1,5.72,6.15,4.2,,,95,87,85,75,4.6,3.7,3.8,2.9,18,11.83,10.5,3,,,102.15,101.93,101.92,101.68,102.15,101.93,101.92,101.69,48300,30179.2,25750,3200,3,2,2.1,1.3,11.8,0,1.1,0,0,8.2,8.2,0,,07:10:00,17:42:00,10.53,7.17,17.7,1,2,8,8,3,4,,,,,,8,7.5,6.5,5,,,,
2020-02-21,11,5.31,4.65,-1.7,,-3,86,71.8,68,50,4.2,0.4,0.7,-2.8,16,11.54,11,6,,,102.38,102.13,102.13,101.88,102.38,102.14,102.13,101.89,32200,32200,32200,32200,2.9,2.5,2.4,1.8,13.3,0,0,0,0,0,0,0,,07:11:00,17:41:00,10.5,7.18,17.68,2,2,9,9,4,4,,,,,,8,6.2,4,0,,,,
2020-02-20,8.2,2.79,2.54,-3.1,,-5,94,82.2,82,70,3.7,0,-0.2,-4,17,7.33,8.5,0,,,102.56,102.45,102.45,102.34,102.57,102.45,102.45,102.34,32200,32200,32200,32200,3.3,2.5,2.5,1.7,15.5,0,0,0,0,0,0,0,,07:13:00,17:39:00,10.43,7.22,17.65,2,2,7,7,-1,-1,,,,,,2,0.7,1,0,,,,
2020-02-19,6.7,2.08,2,-2.7,,-5,92,79.5,76.5,61,0.8,-1.2,-1.6,-3.9,14,6.92,7.5,1,,,102.89,102.66,102.63,102.38,102.9,102.66,102.64,102.38,32200,32200,32200,32200,3.3,2.3,2.4,1.5,16,0,0,0,0,0,0,0,,07:15:00,17:37:00,10.37,7.25,17.62,2,2,8,8,-3,-2,,,,,,1,0.6,0.5,0,,,,
2020-02-18,6.6,2.58,2.19,-2.2,,-4,94,81.1,79.5,65,1.6,-0.4,-0.5,-2.6,23,9.42,12,1,,,103.15,102.99,102.99,102.83,103.12,102.99,102.98,102.84,32200,31862.5,28150,24100,2.6,2,1.9,1.2,15.8,0,0,0,0,0,0,0,,07:17:00,17:36:00,10.32,7.28,17.6,1,2,7,8,-3,-2,,,,,,4,1.7,2,0,,,,
2020-02-17,7.3,3.31,3.25,-0.8,,-2,92,82.4,80.5,69,2.6,0.5,0.7,-1.2,36,10.5,19,2,46,27,103.06,102.83,102.74,102.42,103.07,102.83,102.75,102.43,32200,32200,32200,32200,2.8,1.9,2.1,1.4,14.8,0,0,0,0,0,0,0,,07:19:00,17:34:00,10.25,7.32,17.57,1,2,6,7,1,1,,,,,,8,4,4.5,1,,,,
2020-02-16,8.4,5.27,5.7,3,,,89,80.8,76,63,3.4,2.2,1.9,0.4,40,19.96,22,4,52,28,102.36,101.98,101.97,101.59,102.36,101.99,101.98,101.6,48300,37566.7,40250,32200,2.4,2,2,1.6,12.3,0,0.7,0,0,0,0,0,,07:21:00,17:32:00,10.18,7.35,17.53,1,1,5,6,0,2,,,,,,8,4.5,4,0,,,,
2020-02-15,7.1,5.5,5.05,3,,,97,92.6,90,83,5.8,4.4,4.3,2.8,32,15.25,16.5,1,33,26,101.94,101.57,101.64,101.33,101.95,101.58,101.64,101.33,32200,21758.3,17900,3600,2.5,1.9,2,1.5,12.9,0,0,0,0,9.2,9.2,0,,07:22:00,17:31:00,10.15,7.37,17.52,,,7,7,2,4,,,,,,8,7.3,5,2,,,,
2020-02-14,8.3,5.97,5.05,1.8,,,91,81.2,77,63,4.3,3,2.4,0.5,29,14.54,16,3,37,22,102,101.74,101.6,101.2,102.01,101.74,101.61,101.2,32200,32200,32200,32200,2.5,2.1,2,1.4,12.9,0,0,0,0,1.4,1.4,0,,07:24:00,17:29:00,10.08,7.4,17.48,1,1,9,9,4,5,,,,,,8,5.9,4.5,1,,,,
2020-02-13,9.1,5.97,6.8,4.5,,,95,85.7,83,71,5.7,3.7,4.1,2.5,27,13.67,15.5,4,39,24,101.85,101.29,101.43,101.01,101.85,101.3,101.43,101.02,32200,28054.2,17500,2800,2.6,1.7,1.8,1,11.2,0,1.8,0,0,1.4,1.4,0,,07:26:00,17:27:00,10.02,7.43,17.45,1,1,7,8,2,2,,,,,,8,7.8,6.5,5,,,,
2020-02-12,7.7,6.22,6.35,5,,,95,88.2,87,79,5.3,4.4,4.5,3.6,10,5.29,5.5,1,,,102.74,102.48,102.36,101.97,102.74,102.48,102.36,101.97,32200,29508.3,24150,16100,2.6,1.6,1.8,1,11.7,0,1.4,0,0,0.8,0.8,0,,07:28:00,17:26:00,9.97,7.47,17.43,1,1,8,8,3,4,,,,,,8,7.9,7.5,7,,,,
2020-02-11,9.8,6.4,5.9,2,,,95,83.9,84,73,5.8,3.8,3.5,1.2,18,11.54,10,2,37,17,102.93,102.44,102.61,102.28,102.93,102.45,102.61,102.28,32200,30175,28150,24100,3,1.9,2,1,12.1,0,0.9,0,0,0,0,0,,07:29:00,17:24:00,9.92,7.48,17.4,1,1,7,7,4,4,,,,,,8,7.5,7,6,,,,
2020-02-10,7.2,3.94,3.7,0.2,,,92,81,79,66,2.5,0.9,0.9,-0.7,13,6.08,7,1,,,103.32,103.17,103.14,102.97,103.32,103.17,103.14,102.97,32200,32200,32200,32200,2.8,2.1,2.1,1.4,14.3,0,0,0,0,0,0,0,,07:31:00,17:22:00,9.85,7.52,17.37,2,2,6,7,1,2,,,,,,8,6.5,5.5,3,,,,
2020-02-09,5.6,2.76,1.94,-1.7,,-3,92,82.2,81.5,71,1.3,0,-0.8,-2.8,12,6.58,7,2,,,103.35,103.23,103.22,103.08,103.36,103.23,103.22,103.09,48300,38237.5,40250,32200,3,1.9,2.1,1.2,16.1,0,0,0,0,0,0,0,,07:33:00,17:21:00,9.8,7.55,17.35,1,2,6,7,0,0,,,,,,8,6.3,4,0,,,,
2020-02-08,8,5.05,5.2,2.4,,,95,87.1,87,79,4.7,3,2.1,-0.5,32,12.5,17,2,50,29,103.17,101.9,101.75,100.34,103.17,101.91,101.75,100.34,32200,31395.8,22550,12900,2.6,2,2,1.4,12.8,0,0.2,0,0,0.2,0.2,0,,07:34:00,17:19:00,9.75,7.57,17.32,1,2,8,8,-1,0,,,,,,8,3.3,4,0,,,,
